observed_var,observed_val,query_var,distance,true_prob,markovian_scaff_gen_layer_0,markovian_scaff_gen_layer_1,markovian_scaff_gen_layer_2,markovian_scaff_gen_layer_3,markovian_scaff_gen_layer_4,markovian_scaff_gen_layer_5,markovian_scaff_gen_layer_6,markovian_scaff_gen_layer_7,markovian_scaff_gen_layer_8
A,0,B,1,0.0,0.5089916586875916,0.5028191804885864,0.43868184089660645,0.4061810374259949,0.28840139508247375,0.23613302409648895,0.19210219383239746,0.17346926033496857,0.005493964534252882
A,1,B,1,1.0,0.5089916586875916,0.54057776927948,0.5847251415252686,0.6766517162322998,0.7367622256278992,0.7774804830551147,0.811899721622467,0.8248860836029053,0.9951884746551514
A,0,C,2,0.0,0.5089916586875916,0.533826208114624,0.46668124198913574,0.5063893020153045,0.3337091594934464,0.40183364003896715,0.2589035078883171,0.31018178462982177,0.10709604239091278
A,1,C,2,1.0,0.5089916586875916,0.5241267323493958,0.5361821204423904,0.6107000648975373,0.6041348904371262,0.5108399465680122,0.6945936888456344,0.766749894618988,0.9944555163383484
A,0,D,3,1.0,0.5089916586875916,0.5161290287971496,0.5169659793376923,0.5058106184005737,0.5233372211456299,0.48730573058128357,0.5308369040489197,0.4303548693656921,0.8428395107388497
A,1,D,3,0.0,0.5089916586875916,0.5059672474861145,0.5019739419221878,0.519278061389923,0.43350161910057067,0.4085893452167511,0.48407597839832306,0.4303548693656921,0.039280012249946594
A,0,E,4,1.0,0.5089916586875916,0.5256065428256989,0.5183251053094864,0.5751853585243225,0.52542744576931,0.6227904796600342,0.691040962934494,0.4539672821760178,0.8961580421775579
A,1,E,4,0.0,0.5089916586875916,0.5186497867107391,0.5057221353054047,0.5045192092657089,0.56636883020401,0.5225456953048706,0.45893195271492004,0.5149965062737465,0.20748909413814545
B,0,A,1,0.0,0.5089916586875916,0.5050792694091797,0.44273748993873596,0.4034712314605713,0.2860332131385803,0.2340516448020935,0.1913607120513916,0.1734706461429596,0.0064752004109323025
B,1,A,1,1.0,0.5089916586875916,0.5421794652938843,0.5840141773223877,0.6703539490699768,0.7443990111351013,0.7866097688674927,0.8214942216873169,0.8345614671707153,0.9957503080368042
B,0,C,1,0.0,0.5089916586875916,0.5047277808189392,0.43888089060783386,0.4020785391330719,0.2886382043361664,0.23832418024539948,0.1966620534658432,0.1797337532043457,0.008500545285642147
B,1,C,1,1.0,0.5089916586875916,0.5370593667030334,0.5778826475143433,0.6628554463386536,0.7393477559089661,0.783355712890625,0.8190765976905823,0.8319739103317261,0.9944555163383484
B,0,D,2,1.0,0.5089916586875916,0.5085076928138733,0.4819845587015152,0.49234317541122435,0.5233372211456299,0.5660221159458161,0.6243587553501129,0.7293776869773865,0.9321238994598389
B,1,D,2,0.0,0.5089916586875916,0.5085076928138733,0.4869819045066833,0.49234317541122435,0.43350161910057067,0.32987295985221865,0.2970322757959366,0.3306805968284607,0.039280012249946594
B,0,E,3,1.0,0.5089916586875916,0.5186497867107391,0.49311916530132294,0.551629975438118,0.52542744576931,0.6227904796600342,0.40090470016002655,0.6370549544692039,0.9945393204689026
B,1,E,3,0.0,0.5089916586875916,0.5151714086532593,0.5309280753135681,0.5280745923519135,0.52542744576931,0.422300910949707,0.6330137103796005,0.5149965062737465,0.1091078158468008
C,0,A,2,0.0,0.5089916586875916,0.5310494065284729,0.49924816489219664,0.5102243185043335,0.33186979293823243,0.28930745720863343,0.2543740630149841,0.3717978924512863,0.0064752004109323025
C,1,A,2,1.0,0.5089916586875916,0.5273393869400025,0.527503502368927,0.5902891337871552,0.606889271736145,0.6760981440544128,0.6324541687965393,0.7684523850679398,0.9957503080368042
C,0,B,1,0.0,0.5089916586875916,0.5002527236938477,0.4423460364341736,0.41713064908981323,0.30617645382881165,0.2558429539203644,0.2117345631122589,0.19397678971290588,0.00858969148248434
