observed_var,observed_val,query_var,distance,true_prob,markovian_scaff_gen_layer_0,markovian_scaff_gen_layer_1,markovian_scaff_gen_layer_2,markovian_scaff_gen_layer_3,markovian_scaff_gen_layer_4,markovian_scaff_gen_layer_5,markovian_scaff_gen_layer_6,markovian_scaff_gen_layer_7,markovian_scaff_gen_layer_8
A,0,B,1,0.0,0.502902090549469,0.47167301177978516,0.45534035563468933,0.4228091537952423,0.14654448628425598,0.04623663052916527,0.009558018296957016,0.0014947874005883932,0.01002079714089632
A,1,B,1,1.0,0.502902090549469,0.4595675766468048,0.4781726896762848,0.686066210269928,0.7121756076812744,0.7584105134010315,0.7943703532218933,0.9098308086395264,0.7889395356178284
A,0,C,2,1.0,0.502902090549469,0.5068767786026,0.5104899406433105,0.5361423134803772,0.8681192994117737,0.8793595042079687,0.9957003593444824,0.9992170333862305,0.9877306818962097
A,1,C,2,0.0,0.502902090549469,0.5005159378051758,0.4968690574169159,0.41918537616729734,0.43909971714019774,0.23679862916469574,0.20947141721844673,0.0026153887156397104,0.11364160552620887
A,0,D,3,1.0,0.502902090549469,0.4707038849592209,0.46816132962703705,0.5595880389213562,0.46986869275569915,0.7692441940307617,0.8071455359458923,0.9178695678710938,0.7335813643876463
A,1,D,3,0.0,0.502902090549469,0.4685554921627045,0.46904692649841306,0.41014000177383425,0.40938104316592216,0.17653027474880217,0.16593886502087116,0.09246231459546835,0.1686911005526781
A,0,E,4,0.0,0.502902090549469,0.5003060340881348,0.5141804963350296,0.5793997704982757,0.4595523476600647,0.3342075075954199,0.21039274260401725,0.10230570724233985,0.012784223072230816
A,1,E,4,1.0,0.502902090549469,0.5003060340881348,0.5198038339614868,0.4845407783985138,0.534975677728653,0.6123306766152382,0.6039718236774206,0.8998985088430345,0.5990917008370161
B,0,A,1,0.0,0.502902090549469,0.47813576459884644,0.45665913820266724,0.38711556792259216,0.11957813054323196,0.03481995686888695,0.007023272104561329,0.0010072048753499985,0.008908485993742943
B,1,A,1,1.0,0.502902090549469,0.4638633131980896,0.47796204686164856,0.6900894045829773,0.7205987572669983,0.7687281370162964,0.8120905756950378,0.9196361899375916,0.8012700080871582
B,0,C,1,1.0,0.502902090549469,0.5164180397987366,0.5286511182785034,0.5751279592514038,0.8681192994117737,0.9711539149284363,0.9957003593444824,0.9992170333862305,0.9877306818962097
B,1,C,1,0.0,0.502902090549469,0.484613835811615,0.48324817419052124,0.38019973039627075,0.15308666229248047,0.053209807723760605,0.012914181686937809,0.0026153887156397104,0.01652059704065323
B,0,D,2,1.0,0.502902090549469,0.4728522777557373,0.46993252336978913,0.4998088240623474,0.5908439919352532,0.7692441940307617,0.8071455359458923,0.9178695678710938,0.7335813643876463
B,1,D,2,0.0,0.502902090549469,0.4707038849592209,0.46993252336978913,0.46991921663284303,0.2279180943965912,0.10244103483855724,0.0056371972896158695,0.000750397564843297,0.007293882314115763
B,0,E,3,0.0,0.502902090549469,0.49625058472156525,0.5198038339614868,0.5082555264234543,0.38412901759147644,0.3342075075954199,0.11199797233566641,0.10230570724233985,0.11050213603302836
B,1,E,3,1.0,0.502902090549469,0.5084169328212738,0.5141804963350296,0.5082555264234543,0.6858223378658295,0.9831615686416626,0.997550904750824,0.9995976090431213,0.9899633526802063
C,0,A,2,1.0,0.502902090549469,0.4695722937583923,0.4673105925321579,0.5688998699188232,0.6604966945946217,0.7687281370162964,0.8120905756950378,0.9196361899375916,0.8012700080871582
C,1,A,2,0.0,0.502902090549469,0.4738540291786194,0.4651803016662598,0.5083051025867462,0.11957813054323196,0.03481995686888695,0.007023272104561329,0.0010072048753499985,0.008908485993742943
C,0,B,1,1.0,0.502902090549469,0.5161740779876709,0.5304967761039734,0.5899801254272461,0.8798762559890747,0.9739353060722351,0.9960004687309265,0.9992944002151489,0.9875405430793762
C,1,B,1,0.0,0.502902090549469,0.48066282272338867,0.4798610210418701,0.3589063286781311,0.1362280249595642,0.04537273943424225,0.010770948603749275,0.002089134883135557,0.016100605949759483
C,0,D,1,0.0,0.502902090549469,0.481445848941803,0.46373334527015686,0.38025039434432983,0.1069427952170372,0.0283517949283123,0.0056371972896158695,0.000750397564843297,0.007293882314115763
C,1,D,1,1.0,0.502902090549469,0.4599619209766388,0.47258931398391724,0.6791464686393738,0.7118192911148071,0.7692441940307617,0.8071455359458923,0.9178695678710938,0.8142799735069275
C,0,E,2,1.0,0.502902090549469,0.5043614834547043,0.5029338210821152,0.5556850224733353,0.6858223378658295,0.8904538456350565,0.997550904750824,0.9995976090431213,0.9899633526802063
C,1,E,2,0.0,0.502902090549469,0.5003060340881348,0.5085571587085724,0.43711128234863283,0.23328235745429993,0.3342075075954199,0.4071822831407189,0.10230570724233985,0.2082200489938259
D,0,A,3,1.0,0.502902090549469,0.4724267840385437,0.4673105925321579,0.5991972535848618,0.48019050657749174,0.7687281370162964,0.8120905756950378,0.9196361899375916,0.8012700080871582
D,1,A,3,0.0,0.502902090549469,0.47528127431869505,0.4630500108003616,0.5083051025867462,0.23978225588798524,0.4751648649573326,0.32905019354075193,0.09287010338157416,0.24661694262176753
D,0,B,2,1.0,0.502902090549469,0.5055207014083862,0.510242474079132,0.4513358473777771,0.7311466097831726,0.9739353060722351,0.9960004687309265,0.9992944002151489,0.9875405430793762
D,1,B,2,0.0,0.502902090549469,0.501969575881958,0.510242474079132,0.4051210880279541,0.35932249426841734,0.4167977660894394,0.010770948603749275,0.002089134883135557,0.4046765808016062
D,0,C,1,0.0,0.502902090549469,0.481643408536911,0.4705156683921814,0.3955530524253845,0.11520197242498398,0.030564920976758003,0.006056517828255892,0.0008162537706084549,0.007276257034391165
D,1,C,1,1.0,0.502902090549469,0.4605448842048645,0.4780023396015167,0.6792392730712891,0.7155145406723022,0.7733619809150696,0.811069905757904,0.9198983311653137,0.817441463470459
D,0,E,1,1.0,0.502902090549469,0.5165278315544128,0.5422971844673157,0.6268292665481567,0.9120923280715942,0.9831615686416626,0.997550904750824,0.9995976090431213,0.9899633526802063
D,1,E,1,0.0,0.502902090549469,0.47597333788871765,0.48606380820274353,0.38968178629875183,0.15785902738571167,0.05608433857560158,0.013603202067315578,0.0026066070422530174,0.012784223072230816
E,0,A,4,0.0,0.502902090549469,0.47670851945877074,0.469440883398056,0.5991972535848618,0.5402925692498683,0.18160159289836883,0.08753000246360898,0.09287010338157416,0.325853094831109
E,1,A,4,1.0,0.502902090549469,0.46814504861831663,0.4737014651298523,0.4477103352546692,0.48019050657749174,0.7687281370162964,0.8120905756950378,0.9196361899375916,0.7220338558778167
E,0,B,3,0.0,0.502902090549469,0.49486732482910156,0.5051788985729218,0.4975506067276001,0.4336873173713684,0.23108525276184083,0.010770948603749275,0.10180966141633689,0.21038859337568283
E,1,B,3,1.0,0.502902090549469,0.49486732482910156,0.510242474079132,0.4513358473777771,0.8798762559890747,0.8810790494084358,0.8974775167182087,0.9992944002151489,0.9875405430793762
E,0,C,2,1.0,0.502902090549469,0.46265473663806916,0.47425900399684906,0.6225020289421082,0.6554832838475704,0.7733619809150696,0.811069905757904,0.9198983311653137,0.817441463470459
E,1,C,2,0.0,0.502902090549469,0.47109414637088776,0.4750076711177826,0.423921674489975,0.1752332292497158,0.030564920976758003,0.006056517828255892,0.0008162537706084549,0.007276257034391165
E,0,D,1,1.0,0.502902090549469,0.5279183983802795,0.5502630472183228,0.6254124045372009,0.9157407879829407,0.9842020273208618,0.9977353811264038,0.999638557434082,0.9904575347900391
E,1,D,1,0.0,0.502902090549469,0.48127099871635437,0.4832186996936798,0.3821193277835846,0.14799050986766815,0.05088141933083534,0.01208409946411848,0.00219138665124774,0.011755779385566711
