observed_var,observed_val,query_var,distance,true_prob,markovian_scaff_gen_layer_0,markovian_scaff_gen_layer_1,markovian_scaff_gen_layer_2,markovian_scaff_gen_layer_3,markovian_scaff_gen_layer_4,markovian_scaff_gen_layer_5,markovian_scaff_gen_layer_6,markovian_scaff_gen_layer_7,markovian_scaff_gen_layer_8
A,0,B,1,1.0,0.5059102177619934,0.5525264143943787,0.5832065939903259,0.6847195029258728,0.8399382829666138,0.982886016368866,0.9903621673583984,0.9958457350730896,0.9608986973762512
A,1,B,1,0.0,0.5059102177619934,0.5538977980613708,0.5372340083122253,0.5020608901977539,0.43671199679374695,0.29097574949264526,0.09378225356340408,0.041347578167915344,0.03427916765213013
A,0,C,2,1.0,0.5059102177619934,0.5428921222686768,0.5493974328041077,0.5986391246318817,0.6983758717775345,0.8362727165222168,0.9664855003356934,0.9885934591293335,0.9646340012550354
A,1,C,2,0.0,0.5059102177619934,0.5424113154411316,0.553016060590744,0.5768006145954132,0.5620567262172699,0.4182156562805176,0.0997927337884903,0.043411001563072205,0.04130137339234352
A,0,D,3,0.0,0.5059102177619934,0.5605652332305908,0.5695906400680542,0.6012645840644837,0.6593189835548401,0.33381956815719604,0.20141958221793174,0.05405762419104576,0.0432344451546669
A,1,D,3,1.0,0.5059102177619934,0.5604339361190795,0.5607358574867248,0.6169469952583313,0.5515157818794251,0.7864255964756012,0.638542303442955,0.9946040511131287,0.9499943852424622
A,0,E,4,0.0,0.5059102177619934,0.5461731135845185,0.5523114681243897,0.6180632472038269,0.6162250399589538,0.522366851568222,0.18970674499869347,0.1386868380010128,0.1368559930473566
A,1,E,4,1.0,0.5059102177619934,0.5461731135845185,0.5493883609771728,0.578230082988739,0.5656017601490021,0.6214281916618347,0.875076075643301,0.891877194494009,0.7763046629726886
B,0,A,1,1.0,0.5059102177619934,0.5542747378349304,0.5852501392364502,0.6942149996757507,0.8460832834243774,0.983729898929596,0.9908872842788696,0.9961380362510681,0.9612073302268982
B,1,A,1,0.0,0.5059102177619934,0.5554470419883728,0.5391448736190796,0.5060378909111023,0.43948349356651306,0.29612740874290466,0.09587046504020691,0.04176395758986473,0.03474324196577072
B,0,C,1,0.0,0.5059102177619934,0.5457769632339478,0.5537397861480713,0.5222043395042419,0.4530014097690582,0.3137013912200928,0.0997927337884903,0.043411001563072205,0.04130137339234352
B,1,C,1,1.0,0.5059102177619934,0.5409688949584961,0.5465025305747986,0.6313968896865845,0.7256397008895874,0.8362727165222168,0.9664855003356934,0.9885934591293335,0.9646340012550354
B,0,D,2,1.0,0.5059102177619934,0.5605652332305908,0.5695906400680542,0.585582172870636,0.6593189835548401,0.8510836005210877,0.900815936177969,0.9005494084209203,0.9499943852424622
B,1,D,2,0.0,0.5059102177619934,0.5604995846748352,0.5740180313587189,0.6169469952583313,0.5874501824378967,0.33381956815719604,0.1139950379729271,0.05405762419104576,0.13391043916344642
B,0,E,3,1.0,0.5059102177619934,0.5457345366477966,0.5532858371734619,0.6081049561500549,0.7174715995788574,0.7700202018022537,0.960747241973877,0.9860259890556335,0.8676544729620218
B,1,E,3,0.0,0.5059102177619934,0.5466116905212403,0.5503627300262451,0.6180632472038269,0.6415366798639297,0.4233055114746094,0.18970674499869347,0.044538043439388275,0.04550618305802345
C,0,A,2,1.0,0.5059102177619934,0.5545091986656189,0.5529764533042908,0.5624910235404968,0.6834433674812317,0.6399286538362503,0.9013856023550033,0.9961380362510681,0.9612073302268982
C,1,A,2,0.0,0.5059102177619934,0.5549781203269959,0.5529764533042908,0.6189441561698914,0.5208034515380859,0.4336479067802429,0.18537214696407317,0.04176395758986473,0.03474324196577072
C,0,B,1,0.0,0.5059102177619934,0.5450857877731323,0.5528214573860168,0.5213555097579956,0.45507383346557617,0.31014037132263184,0.09873048961162567,0.0428873673081398,0.04162342846393585
C,1,B,1,1.0,0.5059102177619934,0.5403475761413574,0.5458956360816956,0.6315955519676208,0.7266476154327393,0.8333399295806885,0.9663631319999695,0.9888170957565308,0.965626060962677
