observed_var,observed_val,query_var,distance,true_prob,markovian_scaff_gen_layer_0,markovian_scaff_gen_layer_1,markovian_scaff_gen_layer_2,markovian_scaff_gen_layer_3,markovian_scaff_gen_layer_4,markovian_scaff_gen_layer_5,markovian_scaff_gen_layer_6,markovian_scaff_gen_layer_7,markovian_scaff_gen_layer_8
A,0,B,1,0.0,0.49785831570625305,0.47560015320777893,0.4814232587814331,0.48132458329200745,0.3984845280647278,0.26955270767211914,0.19287098944187164,0.15372596681118011,0.007264153566211462
A,1,B,1,1.0,0.49785831570625305,0.5127437114715576,0.5567396283149719,0.6198536157608032,0.7126839756965637,0.7907389402389526,0.8505843281745911,0.8731667399406433,0.9960540533065796
A,0,C,2,1.0,0.49785831570625305,0.47984127402305604,0.48981317281723025,0.4846241623163223,0.5417589604854584,0.5787258058786392,0.6712094128131867,0.8105098009109497,0.9884796738624573
A,1,C,2,0.0,0.49785831570625305,0.47984127402305604,0.4988666534423828,0.4846241623163223,0.4619643449783325,0.46296165585517884,0.2445005476474762,0.3825458899140358,0.02607663907110691
A,0,D,3,1.0,0.49785831570625305,0.4951919913291931,0.506226509809494,0.546423003077507,0.521671861410141,0.5311002433300018,0.5883054494857788,0.657930938899517,0.9951851963996887
A,1,D,3,0.0,0.49785831570625305,0.48588427901268005,0.5255921930074692,0.5207304626703262,0.5527511388063431,0.47919387817382814,0.2598508208990097,0.29897055625915525,0.1060786425601691
A,0,E,4,1.0,0.49785831570625305,0.48634799420833585,0.5148556679487228,0.5294400751590729,0.5836698055267334,0.48285770416259766,0.7852689802646637,0.5883249461650848,0.8972715553361923
A,1,E,4,0.0,0.49785831570625305,0.49018712639808654,0.5075936377048492,0.5711609870195389,0.6771079808473587,0.48285770416259766,0.5901837468147277,0.4459095925092697,0.10662342612631619
B,0,A,1,0.0,0.49785831570625305,0.4735817313194275,0.47832587361335754,0.4814836084842682,0.39287427067756653,0.2680756449699402,0.19100143015384674,0.1510099470615387,0.006424638442695141
B,1,A,1,1.0,0.49785831570625305,0.5100176930427551,0.5519624352455139,0.620833694934845,0.715254008769989,0.7975867986679077,0.8566945195198059,0.8778811097145081,0.9960700273513794
B,0,C,1,1.0,0.49785831570625305,0.47017836570739746,0.47170621156692505,0.5126203894615173,0.5896357297897339,0.6944899559020996,0.7778866291046143,0.8105098009109497,0.9884796738624573
B,1,C,1,0.0,0.49785831570625305,0.502388060092926,0.516973614692688,0.4566279351711273,0.4300464987754822,0.3086094558238983,0.2445005476474762,0.1991327852010727,0.02607663907110691
B,0,D,2,1.0,0.49785831570625305,0.4920894205570221,0.5126817375421524,0.546423003077507,0.6459889709949493,0.686819338798523,0.7196873009204865,0.8733071684837341,0.9951851963996887
B,1,D,2,0.0,0.49785831570625305,0.4920894205570221,0.5191369652748108,0.5592692732810974,0.4905925840139389,0.42728751301765444,0.32554174661636354,0.2271784797310829,0.007289025466889143
