observed_var,observed_val,query_var,distance,true_prob,markovian_scaff_gen_layer_0,markovian_scaff_gen_layer_1,markovian_scaff_gen_layer_2,markovian_scaff_gen_layer_3,markovian_scaff_gen_layer_4,markovian_scaff_gen_layer_5,markovian_scaff_gen_layer_6,markovian_scaff_gen_layer_7,markovian_scaff_gen_layer_8
A,0,B,1,0.0,0.49787262082099915,0.4672912657260895,0.4578685164451599,0.42696529626846313,0.37861430644989014,0.27049562335014343,0.20577816665172577,0.17503835260868073,0.0057663884945213795
A,1,B,1,1.0,0.49787262082099915,0.5067533850669861,0.5267888903617859,0.5510295033454895,0.677807629108429,0.7538095712661743,0.8222870826721191,0.8474850654602051,0.9950990080833435
A,0,C,2,0.0,0.49787262082099915,0.47747211456298827,0.4942636609077454,0.5080228090286255,0.39334008395671843,0.45878085494041443,0.38384286016225816,0.23319281339645387,0.007429751101881266
A,1,C,2,1.0,0.49787262082099915,0.48086844086647035,0.5007388979196549,0.5332146167755127,0.6131786644458771,0.7603229284286499,0.6374195620417595,0.8517999053001404,0.9932770133018494
A,0,D,3,1.0,0.49787262082099915,0.48949675261974335,0.49133647680282594,0.5058573246002197,0.4988495111465454,0.578993308544159,0.7216851904988288,0.7455278277397156,0.9848001003265381
A,1,D,3,0.0,0.49787262082099915,0.48949675261974335,0.5016938090324402,0.4992523193359375,0.4988495111465454,0.42332972288131715,0.34182766675949094,0.3208115816116333,0.012579130940139294
A,0,E,4,1.0,0.49787262082099915,0.4953406721353531,0.49645363092422484,0.48905678987503054,0.6050020396709442,0.5100785195827484,0.5724650502204895,0.70830697119236,0.9934743046760559
A,1,E,4,0.0,0.49787262082099915,0.48923514783382416,0.49645363092422484,0.48905678987503054,0.5210043638944626,0.4628743052482605,0.39040889739990237,0.4432469099760056,0.008392472751438618
B,0,A,1,0.0,0.49787262082099915,0.46828752756118774,0.45513126254081726,0.4210212826728821,0.3666892647743225,0.2622244656085968,0.19792261719703674,0.16761890053749084,0.006299231667071581
B,1,A,1,1.0,0.49787262082099915,0.5067476630210876,0.5238980650901794,0.5491848587989807,0.6751661896705627,0.7531585693359375,0.8216709494590759,0.8463499546051025,0.9940728545188904
B,0,C,1,0.0,0.49787262082099915,0.47067946195602417,0.45541223883628845,0.41985148191452026,0.3619345724582672,0.25775280594825745,0.19366033375263214,0.16445869207382202,0.007429751101881266
B,1,C,1,1.0,0.49787262082099915,0.5046427249908447,0.5201646089553833,0.5458105206489563,0.6759896874427795,0.7603229284286499,0.8276020884513855,0.8517999053001404,0.9932770133018494
B,0,D,2,1.0,0.49787262082099915,0.4867135941982269,0.494788920879364,0.5058573246002197,0.5731451272964477,0.6179092049598693,0.6674198299646378,0.7455278277397156,0.9848001003265381
B,1,D,2,0.0,0.49787262082099915,0.48949675261974335,0.5016938090324402,0.48604230880737304,0.46170170307159425,0.3844138264656067,0.2332969456911087,0.1994640827178955,0.012579130940139294
B,0,E,3,1.0,0.49787262082099915,0.4922879099845886,0.5018269628286361,0.48905678987503054,0.5210043638944626,0.4156700909137726,0.6938358187675476,0.70830697119236,0.9934743046760559
B,1,E,3,0.0,0.49787262082099915,0.4831296235322952,0.49108029901981354,0.4574017345905304,0.5490035891532898,0.4628743052482605,0.32972351312637327,0.4432469099760056,0.10690065594390034
C,0,A,2,0.0,0.49787262082099915,0.4913636088371277,0.48951466381549835,0.47228671312332154,0.5826231122016907,0.2622244656085968,0.44742195010185243,0.23549200594425201,0.006299231667071581
C,1,A,2,1.0,0.49787262082099915,0.4913636088371277,0.5032680243253708,0.4851030707359314,0.5826231122016907,0.5567849278450012,0.6969212830066681,0.7106037437915802,0.9940728545188904
C,0,B,1,0.0,0.49787262082099915,0.4712807834148407,0.4602211117744446,0.4366997182369232,0.39164450764656067,0.2839686870574951,0.21791128814220428,0.18764635920524597,0.009168795309960842
C,1,B,1,1.0,0.49787262082099915,0.5034741759300232,0.5195395946502686,0.5391879081726074,0.6665002107620239,0.7507553696632385,0.8173032999038696,0.8423718214035034,0.9925364255905151
C,0,D,1,1.0,0.49787262082099915,0.47558096051216125,0.48097914457321167,0.5322773456573486,0.5917190313339233,0.6957409977912903,0.77595055103302,0.8062015771865845,0.9848001003265381
C,1,D,1,0.0,0.49787262082099915,0.5034125447273254,0.5155035853385925,0.46622729301452637,0.4059799909591675,0.3065820336341858,0.2332969456911087,0.1994640827178955,0.012579130940139294
C,0,E,2,1.0,0.49787262082099915,0.4831296235322952,0.49108029901981354,0.4574017345905304,0.5490035891532898,0.6044869482517242,0.5724650502204895,0.70830697119236,0.9934743046760559
C,1,E,2,0.0,0.49787262082099915,0.4831296235322952,0.48570696711540223,0.4996084749698639,0.5490035891532898,0.36846587657928465,0.32972351312637327,0.24445186406373978,0.008392472751438618
D,0,A,3,1.0,0.49787262082099915,0.4875175952911377,0.49639134407043456,0.5363685011863708,0.5517754197120667,0.6058783382177353,0.5097967833280563,0.642730638384819,0.9940728545188904
D,1,A,3,0.0,0.49787262082099915,0.4875175952911377,0.47576130330562594,0.49791942834854125,0.5209277272224426,0.5567849278450012,0.3850471168756485,0.3033651113510132,0.006299231667071581
D,0,B,2,1.0,0.49787262082099915,0.47450012266635894,0.495812201499939,0.4879438132047653,0.5565579295158386,0.6107193648815155,0.757364098727703,0.711426728963852,0.9925364255905151
D,1,B,2,0.0,0.49787262082099915,0.4905968189239502,0.48988035321235657,0.4776949942111969,0.501586788892746,0.4706833600997925,0.3977288916707039,0.31859145164489744,0.10750555833801627
D,0,C,1,1.0,0.49787262082099915,0.4768894910812378,0.48468640446662903,0.535423994064331,0.6003590226173401,0.7032228112220764,0.7835110425949097,0.8124432563781738,0.9854230880737305
D,1,C,1,0.0,0.49787262082099915,0.5048362016677856,0.5189175605773926,0.4656221568584442,0.4092405140399933,0.31300705671310425,0.2399863749742508,0.20459029078483582,0.014483420178294182
D,0,E,1,0.0,0.49787262082099915,0.47397133708000183,0.46421363949775696,0.4257466793060303,0.38100823760032654,0.27405744791030884,0.20835274457931519,0.17818684875965118,0.008392472751438618
D,1,E,1,1.0,0.49787262082099915,0.5044989585876465,0.5179469585418701,0.531263530254364,0.6610004901885986,0.746099591255188,0.8152065873146057,0.8408370018005371,0.9934743046760559
E,0,A,4,1.0,0.49787262082099915,0.4759795546531677,0.49639134407043456,0.49791942834854125,0.6751661896705627,0.4585981070995331,0.5721716165542603,0.642730638384819,0.9940728545188904
E,1,A,4,0.0,0.49787262082099915,0.4836715817451477,0.48263798356056214,0.4594703555107117,0.5826231122016907,0.31131787598133087,0.5097967833280563,0.37123821675777435,0.006299231667071581
E,0,B,3,1.0,0.49787262082099915,0.48093880116939547,0.48988035321235657,0.49819263219833376,0.47410121858119963,0.5173620283603668,0.6974248975515366,0.6459541827440262,0.9925364255905151
E,1,B,3,0.0,0.49787262082099915,0.48737747967243195,0.495812201499939,0.4879438132047653,0.6115290701389313,0.3773260235786438,0.3977288916707039,0.31859145164489744,0.009168795309960842
E,0,C,2,1.0,0.49787262082099915,0.48806817531585694,0.5120713293552399,0.49354289174079896,0.5047997683286667,0.6251796603202819,0.6748061090707779,0.5085167735815048,0.9854230880737305
E,1,C,2,0.0,0.49787262082099915,0.48806817531585694,0.5018019825220108,0.4865627080202103,0.485687917470932,0.39105020761489867,0.40304377526044843,0.3261608839035034,0.014483420178294182
E,0,D,1,0.0,0.49787262082099915,0.4715408682823181,0.4553825557231903,0.4196798801422119,0.36007601022720337,0.2534894347190857,0.18874211609363556,0.16051743924617767,0.007495220750570297
E,1,D,1,1.0,0.49787262082099915,0.5030159950256348,0.5141359567642212,0.5332915186882019,0.6585558652877808,0.747744083404541,0.8166942596435547,0.8426148295402527,0.9929962754249573
