observed_var,observed_val,query_var,distance,true_prob,markovian_scaff_gen_layer_0,markovian_scaff_gen_layer_1,markovian_scaff_gen_layer_2,markovian_scaff_gen_layer_3,markovian_scaff_gen_layer_4,markovian_scaff_gen_layer_5,markovian_scaff_gen_layer_6,markovian_scaff_gen_layer_7,markovian_scaff_gen_layer_8
A,0,B,1,0.0,0.4955698549747467,0.49085134267807007,0.3959209620952606,0.3551250100135803,0.27535706758499146,0.1887311488389969,0.1562788039445877,0.13553385436534882,0.00401587039232254
A,1,B,1,1.0,0.4955698549747467,0.5019910335540771,0.5898062586784363,0.6460636258125305,0.7285248637199402,0.8072897791862488,0.8400761485099792,0.8580841422080994,0.9933823347091675
A,0,C,2,1.0,0.4955698549747467,0.4919919967651367,0.4883356213569641,0.491746774315834,0.5436562359333038,0.6056429475545884,0.6353933736681938,0.658630333840847,0.9293325543403625
A,1,C,2,0.0,0.4955698549747467,0.4919919967651367,0.49016043543815613,0.4450265526771545,0.47392962872982025,0.3055462211370468,0.32296502590179443,0.3108993172645569,0.030231555923819542
A,0,D,3,1.0,0.4955698549747467,0.49390711188316344,0.4880066365003586,0.4873646944761276,0.5328431367874146,0.4879405349493027,0.5583146691322327,0.49064237624406815,0.992580771446228
A,1,D,3,0.0,0.4955698549747467,0.4914504408836365,0.46953962445259095,0.4873646944761276,0.442492938041687,0.4879405349493027,0.28404573202133176,0.41818937957286834,0.0035578093957155943
A,0,E,4,1.0,0.4955698549747467,0.4895020961761475,0.4460015207529068,0.45793893933296204,0.4896776080131531,0.3657352447509766,0.5596037745475769,0.5638790786266327,0.9928215146064758
A,1,E,4,0.0,0.4955698549747467,0.4895020961761475,0.48476843535900116,0.45793893933296204,0.5811682105064392,0.427882707118988,0.28487746715545653,0.4189928263425827,0.003496648045256734
B,0,A,1,0.0,0.4955698549747467,0.4905734360218048,0.4069841206073761,0.3595089614391327,0.2795339822769165,0.1912364363670349,0.15728391706943512,0.13451753556728363,0.003512738272547722
B,1,A,1,1.0,0.4955698549747467,0.5019046068191528,0.5818702578544617,0.6333759427070618,0.7110148072242737,0.790428102016449,0.8248971700668335,0.8424197435379028,0.9919643402099609
B,0,C,1,1.0,0.4955698549747467,0.4863967001438141,0.48103636503219604,0.5197789072990417,0.5901406407356262,0.643155038356781,0.6800259947776794,0.7083061933517456,0.9293325543403625
B,1,C,1,0.0,0.4955698549747467,0.49758729338645935,0.4992845058441162,0.42633846402168274,0.3577186167240143,0.2680341303348541,0.23369978368282318,0.2115475982427597,0.030231555923819542
