observed_var,observed_val,query_var,distance,true_prob,markovian_scaff_gen_layer_0,markovian_scaff_gen_layer_1,markovian_scaff_gen_layer_2,markovian_scaff_gen_layer_3,markovian_scaff_gen_layer_4,markovian_scaff_gen_layer_5,markovian_scaff_gen_layer_6,markovian_scaff_gen_layer_7,markovian_scaff_gen_layer_8
A,0,B,1,0.0,0.5048101544380188,0.4791780710220337,0.467797189950943,0.4166225790977478,0.32680946588516235,0.24728792905807495,0.23028895258903503,0.21696877479553223,0.017049729824066162
A,1,B,1,1.0,0.5048101544380188,0.5336673259735107,0.5799002647399902,0.6598471403121948,0.7120656967163086,0.7614414095878601,0.7833672165870667,0.789866030216217,0.9859611988067627
A,0,C,2,1.0,0.5048101544380188,0.49917681217193605,0.4948349356651306,0.49198025465011597,0.5460879176855087,0.45110961198806765,0.6768402308225632,0.7309153079986572,0.954928457736969
A,1,C,2,0.0,0.5048101544380188,0.5083294987678528,0.5211970984935761,0.5223231315612793,0.430693718791008,0.3316654622554779,0.45857539772987366,0.40982660055160525,0.09047610312700272
A,0,D,3,1.0,0.5048101544380188,0.5031051218509675,0.5001346707344055,0.5249608278274536,0.3089688569307327,0.5095899879932404,0.3536356285214424,0.7532148361206055,0.8670832293108106
A,1,D,3,0.0,0.5048101544380188,0.5079553872346878,0.5435327649116516,0.4787489056587219,0.4657898098230362,0.3538695737719536,0.5785159721970559,0.46302979439496994,0.009633379057049751
A,0,E,4,1.0,0.5048101544380188,0.5168908119201661,0.5143416523933411,0.5273063778877258,0.2782343029975891,0.5583779752254486,0.6293811559677124,0.6977976500988007,0.7990396378561855
A,1,E,4,0.0,0.5048101544380188,0.5288420557975769,0.4887980818748474,0.46884783506393435,0.46350029706954954,0.4410471826791763,0.3787157773971558,0.3734968096017838,0.10563562428578735
B,0,A,1,0.0,0.5048101544380188,0.4792550206184387,0.4613416790962219,0.4013592004776001,0.2909906506538391,0.21513234078884125,0.19945403933525085,0.18684238195419312,0.009677018038928509
B,1,A,1,1.0,0.5048101544380188,0.5349996089935303,0.5810384154319763,0.6313567161560059,0.6785286664962769,0.7357499599456787,0.7638095617294312,0.7705212831497192,0.9779646396636963
B,0,C,1,1.0,0.5048101544380188,0.48087143898010254,0.45968538522720337,0.583008885383606,0.6326335668563843,0.6899979114532471,0.7204931974411011,0.7309153079986572,0.954928457736969
