observed_var,observed_val,query_var,distance,true_prob,markovian_scaff_gen_layer_0,markovian_scaff_gen_layer_1,markovian_scaff_gen_layer_2,markovian_scaff_gen_layer_3,markovian_scaff_gen_layer_4,markovian_scaff_gen_layer_5,markovian_scaff_gen_layer_6,markovian_scaff_gen_layer_7,markovian_scaff_gen_layer_8
A,0,B,1,0.0,0.5005782246589661,0.5078439712524414,0.5064887404441833,0.4758707582950592,0.3231031596660614,0.14391934871673584,0.05682792887091637,0.007802705746144056,0.03721490502357483
A,1,B,1,1.0,0.5005782246589661,0.4931911528110504,0.4964190125465393,0.5037819147109985,0.5517656803131104,0.7782824039459229,0.877909779548645,0.9649068713188171,0.9541711211204529
A,0,C,2,1.0,0.5005782246589661,0.5132575273513794,0.50961993932724,0.5629525035619736,0.6444489538669587,0.7684482157230377,0.9604728817939758,0.9851861596107483,0.9719313383102417
A,1,C,2,0.0,0.5005782246589661,0.5118338763713837,0.513553237915039,0.5219317376613617,0.5136537402868271,0.4144996523857117,0.2320484310388565,0.10423969780094922,0.029468674212694168
A,0,D,3,1.0,0.5005782246589661,0.5091176122426987,0.5067408680915833,0.48805730044841766,0.42462247610092163,0.7900737524032593,0.8029006570577621,0.9656563997268677,0.9526318311691284
A,1,D,3,0.0,0.5005782246589661,0.5108850061893463,0.5062066614627838,0.48175111413002014,0.45126612186431886,0.32562838643789294,0.1367342323064804,0.10323518612422049,0.03598542511463165
A,0,E,4,0.0,0.5005782246589661,0.5129215002059937,0.5121807932853699,0.5395099997520447,0.5150559097528458,0.2958108067512512,0.26332552433013917,0.11116935098543763,0.14358481168746948
A,1,E,4,1.0,0.5005782246589661,0.5160181641578674,0.5121807932853699,0.5395099997520447,0.4762012541294098,0.7478507444262504,0.6927577972412109,0.9801177382469177,0.7830697417259216
B,0,A,1,0.0,0.5005782246589661,0.5085301995277405,0.5045379400253296,0.46391624212265015,0.3151809871196747,0.14374805986881256,0.05599892884492874,0.008049973286688328,0.03624090179800987
B,1,A,1,1.0,0.5005782246589661,0.4935202896595001,0.4959069490432739,0.5116279125213623,0.5804132223129272,0.8160467147827148,0.906931459903717,0.9754423499107361,0.9634442329406738
B,0,C,1,1.0,0.5005782246589661,0.5189521312713623,0.5253531336784363,0.6039732694625854,0.7316457629203796,0.8392379283905029,0.9604728817939758,0.9851861596107483,0.9719313383102417
B,1,C,1,0.0,0.5005782246589661,0.504715621471405,0.5056866407394409,0.4672373831272125,0.29566171765327454,0.13134080171585083,0.049942318350076675,0.00635675759986043,0.029468674212694168
B,0,D,2,1.0,0.5005782246589661,0.507350218296051,0.5062066614627838,0.4943634867668152,0.4779097676277161,0.5910257384181022,0.8029006570577621,0.9656563997268677,0.9526318311691284
B,1,D,2,0.0,0.5005782246589661,0.5020480364561081,0.5056724548339844,0.4943634867668152,0.3713351845741272,0.19292971044778823,0.22000503540039062,0.00741060683503747,0.03598542511463165
B,0,E,3,0.0,0.5005782246589661,0.5160181641578674,0.5121807932853699,0.5395099997520447,0.5150559097528458,0.2958108067512512,0.1774390697479248,0.01461953017860651,0.05222982168197632
B,1,E,3,1.0,0.5005782246589661,0.5113731682300567,0.5139743149280548,0.5510509669780731,0.4762012541294098,0.6186964765191079,0.8645307064056397,0.9801177382469177,0.7830697417259216
C,0,A,2,1.0,0.5005782246589661,0.5010252445936203,0.49849624633789064,0.49254324436187746,0.42127388119697573,0.6815869837999344,0.906931459903717,0.9754423499107361,0.9634442329406738
C,1,A,2,0.0,0.5005782246589661,0.4980232626199722,0.49849624633789064,0.4782297432422638,0.3682274341583252,0.2109779253602028,0.05599892884492874,0.008049973286688328,0.03624090179800987
C,0,B,1,1.0,0.5005782246589661,0.5190035104751587,0.5267511606216431,0.6075912714004517,0.7275711894035339,0.8263921141624451,0.954684317111969,0.9831900596618652,0.9702365398406982
