observed_var,observed_val,query_var,distance,true_prob,markovian_scaff_gen_layer_0,markovian_scaff_gen_layer_1,markovian_scaff_gen_layer_2,markovian_scaff_gen_layer_3,markovian_scaff_gen_layer_4,markovian_scaff_gen_layer_5,markovian_scaff_gen_layer_6,markovian_scaff_gen_layer_7,markovian_scaff_gen_layer_8
A,0,B,1,1.0,0.5057140588760376,0.4719875156879425,0.9976073503494263,1.0,1.0,1.0,1.0,1.0,0.9944440722465515
A,1,B,1,0.0,0.5057140588760376,0.02908341772854328,2.95532590826042e-05,2.4441650092743572e-11,4.0775909695221805e-22,8.6472850249285e-38,0.0,0.0,0.019591249525547028
A,0,C,2,1.0,0.5057140588760376,0.41636553406715393,0.3122703433036804,0.9999998807907104,1.0,1.0,1.0,1.0,0.9278703927993774
A,1,C,2,0.0,0.5057140588760376,0.5858529210090637,1.9328273703766996e-10,2.425176199756071e-19,4.9287221820391074e-33,0.0,0.0,0.0,0.003969465382397175
A,0,D,3,0.0,0.5057140588760376,0.46652204394340513,0.833868944644928,0.2927951216697693,0.08211985230445862,0.02748946100473404,0.026774786412715912,2.1473704236996127e-07,0.489845409989357
A,1,D,3,1.0,0.5057140588760376,0.5348140835762024,0.999242901802063,0.9999992847442627,1.0,1.0,1.0,1.0,0.9910954236984253
A,0,E,4,0.0,0.5057140588760376,0.13137393593788146,0.14494179564798423,0.40000000000000435,1.7589054418158017e-26,0.1,0.0,0.0,0.29207855560816826
A,1,E,4,1.0,0.5057140588760376,0.13540914207696914,0.18117724359035492,1.0,1.0,1.0,1.0,1.0,0.7704299691133201
B,0,A,1,1.0,0.5057140588760376,0.5081564784049988,0.993248701095581,0.99983811378479,1.0,1.0,1.0,1.0,0.9915469288825989
B,1,A,1,0.0,0.5057140588760376,0.03623015806078911,6.4649543674022425e-06,7.675617953728509e-13,1.436132164235344e-23,5.062569052958769e-40,0.0,0.0,0.014637462794780731
B,0,C,1,0.0,0.5057140588760376,0.5858529210090637,1.9328273703766996e-10,2.425176199756071e-19,4.9287221820391074e-33,0.0,0.0,0.0,0.003969465382397175
B,1,C,1,1.0,0.5057140588760376,0.24687814712524414,0.3122703433036804,0.9999998807907104,1.0,1.0,1.0,1.0,0.9278703927993774
B,0,D,2,1.0,0.5057140588760376,0.5348140835762024,0.999242901802063,0.9999992847442627,1.0,1.0,1.0,1.0,0.9910954236984253
B,1,D,2,0.0,0.5057140588760376,0.6031061232089996,0.5858080089092255,0.2927951216697693,0.08211985230445862,0.02748946100473404,0.026774786412715912,2.1473704236996127e-07,0.5455398559570312
B,0,E,3,1.0,0.5057140588760376,0.13540914207696914,0.18117724359035492,1.0,1.0,1.0,1.0,1.0,0.9617705345153809
B,1,E,3,0.0,0.5057140588760376,0.13944434821605683,0.14494179564798423,0.40000000000000435,0.1,2.0038568039844884e-43,0.0,0.0,0.8661002518143505
C,0,A,2,1.0,0.5057140588760376,0.17780805416405202,0.993248701095581,0.99983811378479,1.0,1.0,1.0,1.0,0.9915469288825989
C,1,A,2,0.0,0.5057140588760376,0.4137712143361568,0.5959518066390956,7.675617953728509e-13,1.436132164235344e-23,5.062569052958769e-40,0.0,0.0,0.11232840940356255
C,0,B,1,0.0,0.5057140588760376,0.5656310319900513,1.3370542173429811e-10,1.0081376418848485e-18,1.910783405803303e-32,0.0,0.0,0.0,0.0038704220205545425
C,1,B,1,1.0,0.5057140588760376,0.2181883603334427,0.2639114558696747,0.9999768733978271,1.0,1.0,1.0,1.0,0.9098212122917175
C,0,D,1,1.0,0.5057140588760376,0.6713981628417969,0.999242901802063,0.9999992847442627,1.0,1.0,1.0,1.0,0.9910954236984253
C,1,D,1,0.0,0.5057140588760376,0.32993796467781067,0.17237311601638794,0.2927951216697693,0.08211985230445862,0.02748946100473404,0.026774786412715912,2.1473704236996127e-07,0.43415096402168274
C,0,E,2,1.0,0.5057140588760376,0.1273387297987938,0.18117724359035492,1.0,1.0,1.0,1.0,1.0,0.8661002518143505
C,1,E,2,0.0,0.5057140588760376,0.1434795543551445,0.0362354518208722,0.10000000000000653,0.3,2.0038568039844884e-43,0.0,0.0,0.3877488383091986
D,0,A,3,0.0,0.5057140588760376,0.27219331823289394,0.49662758302497423,7.675617953728509e-13,1.436132164235344e-23,5.062569052958769e-40,0.0,0.0,0.21001935601234437
D,1,A,3,1.0,0.5057140588760376,0.17780805416405202,0.993248701095581,0.7998704910279855,0.9,1.0,0.2,0.7,0.5030921958386898
D,0,B,2,1.0,0.5057140588760376,0.3571654289960861,0.2639114558696747,0.9999768733978271,1.0,1.0,1.0,1.0,0.9098212122917175
D,1,B,2,0.0,0.5057140588760376,0.391909696161747,0.02639114570730235,0.09999768733978272,1.910783405803303e-32,0.0,0.9,0.1,0.36625073812901976
D,0,C,1,1.0,0.5057140588760376,0.6656402945518494,0.997670590877533,0.9999998807907104,1.0,1.0,1.0,1.0,0.9944690465927124
D,1,C,1,0.0,0.5057140588760376,0.3304465115070343,0.20725764334201813,0.2111082226037979,0.021907348185777664,0.13185641169548035,0.9075660109519958,0.21915988624095917,0.5115400552749634
D,0,E,1,0.0,0.5057140588760376,0.14751476049423218,3.8785015199493955e-09,7.263269406222999e-15,1.7589054418158017e-26,2.0038568039844884e-43,0.0,0.0,0.005067707505077124
D,1,E,1,1.0,0.5057140588760376,0.10716269910335541,0.18117724359035492,1.0,1.0,1.0,1.0,1.0,0.9617705345153809
E,0,A,4,0.0,0.5057140588760376,0.3665785823017359,0.8939244774814596,7.675617953728509e-13,1.436132164235344e-23,5.062569052958769e-40,0.0,0.0,0.11232840940356255
E,1,A,4,1.0,0.5057140588760376,0.4137712143361568,0.993248701095581,0.7998704910279855,0.9,0.9,0.1,0.7,0.405401249229908
E,0,B,3,1.0,0.5057140588760376,0.2876768946647644,0.2639114558696747,0.9999768733978271,1.0,1.0,1.0,1.0,0.9098212122917175
E,1,B,3,0.0,0.5057140588760376,0.32242116183042524,0.23752031029607776,0.09999768733978272,1.910783405803303e-32,0.4,0.9,0.2,0.2756556591019034
E,0,C,2,1.0,0.5057140588760376,0.5650821596384048,0.997670590877533,0.9999998807907104,1.0,1.0,1.0,1.0,0.9944690465927124
E,1,C,2,0.0,0.5057140588760376,0.6321209162473679,0.9186292961239815,0.2111082226037979,0.021907348185777664,0.13185641169548035,0.9075660109519958,0.21915988624095917,0.5598329544067383
E,0,D,1,0.0,0.5057140588760376,0.14888273179531097,3.262325964925594e-10,7.59712955996565e-16,1.1195598322628164e-27,2.802596928649634e-45,0.0,0.0,0.004472036380320787
E,1,D,1,1.0,0.5057140588760376,0.10119998455047607,0.15960417687892914,1.0,1.0,1.0,1.0,1.0,0.9509115815162659
