observed_var,observed_val,query_var,distance,true_prob,markovian_scaff_gen_layer_0,markovian_scaff_gen_layer_1,markovian_scaff_gen_layer_2,markovian_scaff_gen_layer_3,markovian_scaff_gen_layer_4,markovian_scaff_gen_layer_5,markovian_scaff_gen_layer_6,markovian_scaff_gen_layer_7,markovian_scaff_gen_layer_8
A,0,B,1,0.0,0.497018963098526,0.5002620220184326,0.5001376271247864,0.4687511622905731,0.3414735496044159,0.19921867549419403,0.06757411360740662,0.031006474047899246,0.024461930617690086
A,1,B,1,1.0,0.497018963098526,0.5035374760627747,0.5402542352676392,0.5523052215576172,0.659085750579834,0.7877794504165649,0.9160388112068176,0.9610921144485474,0.9450656771659851
A,0,C,2,1.0,0.497018963098526,0.4842198669910431,0.48893227577209475,0.5155452430248261,0.5212995290756226,0.8822673559188843,0.7905703157186508,0.9817901253700256,0.968723714351654
A,1,C,2,0.0,0.497018963098526,0.4842198669910431,0.4954670429229736,0.5023873805999756,0.4567625284194946,0.42110719680786135,0.2857833981513977,0.0609968900680542,0.04684395715594292
A,0,D,3,1.0,0.497018963098526,0.49433294534683225,0.5096870422363281,0.4925837218761444,0.5244513511657715,0.6565561473369599,0.9060564041137695,0.9551116228103638,0.8462439309805632
A,1,D,3,0.0,0.497018963098526,0.49433294534683225,0.5138455033302307,0.47732916474342346,0.5244513511657715,0.489205464720726,0.32050219252705575,0.21693924069404602,0.11786764673888683
A,0,E,4,0.0,0.497018963098526,0.4855908006429672,0.48814754486083983,0.5085777342319489,0.5439454019069672,0.4635289043188095,0.35861757695674895,0.047797463834285736,0.03838065639138222
A,1,E,4,1.0,0.497018963098526,0.48707311451435087,0.4965501368045807,0.4956841289997101,0.4730644226074219,0.5248033344745636,0.9630666375160217,0.7967669054865837,0.9702997207641602
B,0,A,1,0.0,0.497018963098526,0.500577986240387,0.500653088092804,0.4698737859725952,0.3452785015106201,0.20183394849300385,0.06781495362520218,0.030934607610106468,0.02237577550113201
B,1,A,1,1.0,0.497018963098526,0.5036736726760864,0.5384421348571777,0.5482615828514099,0.6574549078941345,0.7872164249420166,0.9158014059066772,0.9611382484436035,0.9478541612625122
B,0,C,1,1.0,0.497018963098526,0.480842262506485,0.4758627414703369,0.5199311971664429,0.7471790313720703,0.8822673559188843,0.9588326215744019,0.9817901253700256,0.968723714351654
B,1,C,1,0.0,0.497018963098526,0.48928627371788025,0.5085365772247314,0.49800142645835876,0.42449402809143066,0.3058171570301056,0.11752109229564667,0.0609968900680542,0.04684395715594292
B,0,D,2,1.0,0.497018963098526,0.49552478790283205,0.5180039644241333,0.5154655575752258,0.5244513511657715,0.6565561473369599,0.9060564041137695,0.7705685272812843,0.9372909665107727
B,1,D,2,0.0,0.497018963098526,0.4931411027908325,0.5096870422363281,0.5230928361415863,0.40997679233551027,0.3776383429765701,0.15320098921656608,0.1246676929295063,0.026820611208677292
B,0,E,3,0.0,0.497018963098526,0.48633195757865905,0.49374927282333375,0.5053543329238892,0.6148263812065125,0.6473521947860718,0.18591784536838532,0.141418644040823,0.13157256282866
B,1,E,3,1.0,0.497018963098526,0.48633195757865905,0.48814754486083983,0.5085777342319489,0.6148263812065125,0.7086266249418258,0.7903669059276581,0.9840092658996582,0.9702997207641602
C,0,A,2,1.0,0.497018963098526,0.5021258294582367,0.5082108974456787,0.5090676844120026,0.5950196266174317,0.7872164249420166,0.9158014059066772,0.9611382484436035,0.8553063226863742
C,1,A,2,0.0,0.497018963098526,0.5018162608146668,0.5157687067985535,0.516906464099884,0.4389314234256744,0.43598693907260894,0.15261359885334969,0.12395497169345618,0.02237577550113201
C,0,B,1,1.0,0.497018963098526,0.4814642369747162,0.4782254993915558,0.5252929329872131,0.7520126104354858,0.8846853971481323,0.9603175520896912,0.9824159145355225,0.9694131016731262
C,1,B,1,0.0,0.497018963098526,0.489815890789032,0.5095854997634888,0.49896758794784546,0.4262095093727112,0.30729955434799194,0.11895707249641418,0.06295299530029297,0.04946484789252281
C,0,D,1,0.0,0.497018963098526,0.49194926023483276,0.4930531978607178,0.469701886177063,0.35273951292037964,0.2102876603603363,0.06955038756132126,0.03239614516496658,0.026820611208677292
C,1,D,1,1.0,0.497018963098526,0.49790847301483154,0.5346378087997437,0.5459746718406677,0.6389259099960327,0.7681232690811157,0.9060564041137695,0.9551116228103638,0.9372909665107727
C,0,E,2,1.0,0.497018963098526,0.4855908006429672,0.48814754486083983,0.5021309316158294,0.6502668708562851,0.76990105509758,0.7040170401334762,0.9840092658996582,0.8771078143268823
C,1,E,2,0.0,0.497018963098526,0.4855908006429672,0.48814754486083983,0.5118011355400085,0.5439454019069672,0.4635289043188095,0.09956797957420349,0.047797463834285736,0.13157256282866
D,0,A,3,1.0,0.497018963098526,0.5018162608146668,0.5271054208278656,0.5090676844120026,0.5013667047023773,0.7286781772971154,0.9158014059066772,0.9611382484436035,0.8553063226863742
D,1,A,3,0.0,0.497018963098526,0.5021258294582367,0.5082108974456787,0.5247452437877655,0.5325843453407287,0.3189104437828064,0.4070095345377922,0.2169753357768059,0.20747145265340805
D,0,B,2,1.0,0.497018963098526,0.48647522926330566,0.490769499540329,0.5094977259635926,0.6868519902229309,0.7114696443080902,0.8761815041303634,0.9824159145355225,0.9694131016731262
D,1,B,2,0.0,0.497018963098526,0.48731039464473724,0.4939054995775223,0.5121302604675293,0.5239504396915435,0.5382538914680481,0.28722916841506957,0.24684557914733887,0.14145967327058315
D,0,C,1,0.0,0.497018963098526,0.4913811981678009,0.49177122116088867,0.4684237241744995,0.35214847326278687,0.2092086225748062,0.06855253130197525,0.03138461709022522,0.025139452889561653
D,1,C,1,1.0,0.497018963098526,0.49757489562034607,0.5348673462867737,0.5456738471984863,0.645194947719574,0.773822546005249,0.9085356593132019,0.9563371539115906,0.9393454194068909
D,0,E,1,1.0,0.497018963098526,0.48188501596450806,0.47694408893585205,0.5246947407722473,0.756588339805603,0.8924499154090881,0.9630666375160217,0.9840092658996582,0.9702997207641602
D,1,E,1,0.0,0.497018963098526,0.4892965853214264,0.5049527287483215,0.4924607276916504,0.4021834433078766,0.27970561385154724,0.09956797957420349,0.047797463834285736,0.03838065639138222
E,0,A,4,0.0,0.497018963098526,0.5027449667453766,0.5233265161514282,0.5012289047241211,0.6262372672557831,0.4945251867175102,0.4918081797659397,0.12395497169345618,0.02237577550113201
E,1,A,4,1.0,0.497018963098526,0.5021258294582367,0.5195476114749908,0.49339012503623964,0.5325843453407287,0.5530634343624115,0.7462041154503822,0.9611382484436035,0.8553063226863742
E,0,B,3,0.0,0.497018963098526,0.48647522926330566,0.48763349950313567,0.5094977259635926,0.5891110599040985,0.48051530718803404,0.11895707249641418,0.06295299530029297,0.23345449864864348
E,1,B,3,1.0,0.497018963098526,0.4856400638818741,0.49704149961471555,0.5094977259635926,0.556530749797821,0.7692082285881042,0.7920454561710357,0.9824159145355225,0.8774182762950659
E,0,C,2,1.0,0.497018963098526,0.495097416639328,0.5176288962364197,0.5147737979888916,0.5572810053825379,0.7173611536622048,0.9085356593132019,0.9563371539115906,0.9393454194068909
E,1,C,2,0.0,0.497018963098526,0.495097416639328,0.5090096712112426,0.49159876108169553,0.4986717104911804,0.43505419194698336,0.06855253130197525,0.12387987077236176,0.2079806461930275
E,0,D,1,1.0,0.497018963098526,0.4820103049278259,0.4771452844142914,0.5209328532218933,0.7398242354393005,0.8781595826148987,0.9567967057228088,0.9807114005088806,0.9659971594810486
E,1,D,1,0.0,0.497018963098526,0.48930829763412476,0.5046395659446716,0.4921543300151825,0.4018665850162506,0.27958449721336365,0.09983669221401215,0.04849085211753845,0.03940781205892563
