observed_var,observed_val,query_var,distance,true_prob,markovian_scaff_gen_layer_0,markovian_scaff_gen_layer_1,markovian_scaff_gen_layer_2,markovian_scaff_gen_layer_3,markovian_scaff_gen_layer_4,markovian_scaff_gen_layer_5,markovian_scaff_gen_layer_6,markovian_scaff_gen_layer_7,markovian_scaff_gen_layer_8
A,0,B,1,1.0,0.5040144324302673,0.47179996967315674,0.5096251964569092,0.7307227253913879,0.9622926115989685,0.9956380724906921,0.9991844296455383,0.9998992681503296,0.9892310500144958
A,1,B,1,0.0,0.5040144324302673,0.46957865357398987,0.38214507699012756,0.25067365169525146,0.12564145028591156,0.019079945981502533,0.00530453585088253,0.0010002204217016697,0.04931138455867767
A,0,C,2,1.0,0.5040144324302673,0.49110038578510284,0.4838979601860046,0.4579941391944885,0.5311837196350098,0.6283027529716492,0.744334876537323,0.8479456305503845,0.757113516330719
A,1,C,2,0.0,0.5040144324302673,0.4912005066871643,0.49141337871551516,0.4579941391944885,0.15932700037956238,0.006219948176294565,0.0010363522451370955,0.00013238728570286185,0.020055662840604782
A,0,D,3,0.0,0.5040144324302673,0.47218329310417173,0.46152961254119873,0.6278979182243347,0.5349814482033253,0.40663209222257135,0.10327946986071765,0.20050116409547628,0.5191658791154623
A,1,D,3,1.0,0.5040144324302673,0.47218329310417173,0.4726877957582474,0.6278979182243347,0.6194878488779068,0.994804322719574,0.998977780342102,0.9998693466186523,0.8940637838095427
A,0,E,4,0.0,0.5040144324302673,0.5124192237854004,0.5160132765769958,0.4672271072864532,0.46211288273334505,0.3932271252851933,0.3513449417776428,0.2841371540642285,0.34614106360822916
A,1,E,4,1.0,0.5040144324302673,0.5132700443267822,0.5090598344802857,0.4935311317443848,0.582300814986229,0.7835545539855957,0.8777539134025574,0.9470210075378418,0.6780726788565516
B,0,A,1,1.0,0.5040144324302673,0.469577431678772,0.5056937336921692,0.7275793552398682,0.961281955242157,0.9954661130905151,0.9991586208343506,0.9998962879180908,0.9894002079963684
B,1,A,1,0.0,0.5040144324302673,0.4688284695148468,0.37916332483291626,0.24466989934444427,0.11874763667583466,0.01713104546070099,0.005116378888487816,0.0009625435923226178,0.05299210920929909
B,0,C,1,0.0,0.5040144324302673,0.49160099029541016,0.5064442157745361,0.4320167303085327,0.06636282056570053,0.006219948176294565,0.0010363522451370955,0.00013238728570286185,0.020055662840604782
